Employee_ID,Role ,years_exp,Current_CTC,Previous_CTC,Company,company_TYPE,Skills,Location,Education_Tier,Joining_Year,Work_Mode
BLR0154,SDE-Backend,2,₹14.2 LPA,9.3 LPA,Postman,Mid-size,"PowerBI, Tableau, ML, Sketch, Node.js, GCP",Electronic City,2,2024,Hybrid (3 days)
BLR0412,Full Stack Engineer,2,18.5 LPA,14.2 LPA,Cognizant,MNC,"JavaScript, AWS, Docker, SQL",Marathahalli,2,2023,Hybrid (3 days)
BLR0164,BA,4,22.6 LPA,,Chargebee,Mid-size,"ML, Spring Boot, TensorFlow, Docker",Bellandur,T2,2024,Hybrid (3 days)
BLR0466,Backend Developer,6,29.9,25.3 LPA,Infosys,MNC,"Microservices, Docker, Kafka, Azure, NumPy, Sketch, Node.js",Marathahalli,Tier 3,2021,Remote
BLR0068,Backend Dev,2,16.1,10.7 LPA,Postman,Mid-size,"NumPy, ML, Java",Sarjapur,Tier 2,2024,Hybrid (3 days)
BLR0972,Data Scientist,3,"1,939,999",13.9 LPA,TechCrush Labs,Early-stage,"GCP, SQL, Node.js, Sketch, ML",Outer Ring Road,2,2021,Hybrid
BLR0531,Business Analyst,1,"1,400,000",,Swiggy,Unicorn,"Docker, Java, Node.js, Azure",Marathahalli,T2,2024,Work from Office
BLR0033,SDE-Frontend,4,"1,960,000",14.0,TCS,MNC,"Tableau, Java, Node.js, Python",Sarjapur,Tier-2,2022,Work from Office
BLR0553,Product Designer,0,"1,090,000",,Zomato,Unicorn,"NumPy, Docker, SQL, AWS",Outer Ring Road,Tier-2,2024,Hybrid
BLR0645,UI/UX,2,24.1 LPA,17.9,Meesho,Unicorn,"Java, Agile, JIRA, GCP, Microservices, ML",Jayanagar,T2,2023,Onsite
BLR0526,ML Engineer,6,38.9 LPA,32.9 LPA,Chargebee,Mid-size,"Docker, SQL, Deep Learning, Spring Boot",Marathahalli,2,2021,Onsite
BLR0032,Frontend Developer,3,17.3 LPA,12.3 LPA,BrowserStack,mid-size,"Redis, PowerBI, Agile, Docker",Bellandur,Tier-2,2021,Remote
BLR0720,FullStack,0,8.9,,DataMint,early-stage,"PostgreSQL, AWS, GCP, Sketch",Marathahalli,Tier-1,2024,WFH
BLR0050,DevOps,1,17.5 LPA,14.3,Meesho,Unicorn,"Pandas, PyTorch, PostgreSQL",Whitefield,Tier-2,2023,Remote
BLR0457,Business Analyst,1,11.0,7.5,TechCrush Labs,Early-stage,"SQL, Kubernetes, System Design, Python, Java, Pandas, JavaScript",Marathahalli,2,2023,WFH
BLR0044,Backend Dev,5,25.9,18.4,SaasGo,Early-stage,"Excel, Redis, ML, Azure",Electronic City,T2,2023,Onsite
BLR0306,Full Stack Engineer,1,15.7,9.9 LPA,Zoho,Mid-size,"Kubernetes, Figma, Kafka, Java, System Design, AWS",Electronic City,2,2024,WFH
BLR0646,Product Designer,3,"1,160,000",8.9,AgriTech Labs,Early-stage,"JavaScript, Tableau, SQL, Azure, AWS, React",Indiranagar,Tier-3,2024,Onsite
BLR0423,FullStack,0,"1,370,000",,Swiggy,Unicorn,"AWS, PowerBI, Pandas, Agile",Outer Ring Road,Tier 2,2024,WFH
BLR0160,SDE Backend,3,20.3 LPA,,Wipro,MNC,"Pandas, Redis, PostgreSQL, Java",Whitefield,Tier-2,2023,Onsite
BLR0958,SDE-Frontend,3,16.2 LPA,10.6 LPA,SaasGo,Early-stage,"Java, Kubernetes, SQL, MongoDB",Indiranagar,2,2022,Onsite
BLR0931,Fullstack Dev,1,"1,450,000",10.4 LPA,Freshworks,MID-SIZE,"AWS, JIRA, PowerBI, GCP",Indiranagar,Tier 1,2024,WFH
BLR0488,DevOps Engineer,3,"2,210,000",14.8 LPA,Cognizant,MNC,"Figma, System Design, Azure, NumPy, Sketch",Jayanagar,Tier 2,2023,Hybrid
BLR0118,Business Analyst,1,10.0 LPA,8.1 LPA,Chargebee,Mid-size,"SQL, GCP, Azure, Tableau, Docker",Marathahalli,Tier-2,2024,Work from Office
BLR0048,Business Analyst,8,44.9 LPA,34.1,TechCrush Labs,Early-stage,"Tableau, Sketch, System Design, ML, SQL",MG Road,Tier 1,2024,Hybrid
BLR0965,Backend Developer,2,18.9 LPA,15.6 LPA,Infosys,MNC,"Microservices, AWS, React, Pandas, Java, Spring Boot",Bellandur,Tier-2,2022,Remote
BLR0460,UI Designer,1,11.3 LPA,9.2,Amazon India,MNC,"PostgreSQL, MongoDB, Pandas, Azure, Java",Whitefield,Tier 2,2024,Hybrid
BLR0205,PM,4,44.2 LPA,33.2,Cred,Unicorn,"PyTorch, MongoDB, Kubernetes",Electronic City,2,2020,Onsite
BLR0002,Full Stack Engineer,8,46.3,34.9,TCS,MNC,"Figma, ML, Excel, GCP, Redis",Outer Ring Road,Tier 2,2020,Remote
BLR0337,PM,5,"3,620,000",26.8,SaasGo,Early-stage,"JavaScript, SQL, PostgreSQL, System Design, Agile",MG Road,Tier 2,2020,Onsite
BLR0096,DS,5,₹28.6 LPA,20.1 LPA,Postman,Mid-size,"Azure, Kafka, JIRA, MongoDB, PowerBI",Indiranagar,2,2020,Hybrid (3 days)
BLR0524,Infra Engineer,0,10.0 LPA,,MoEngage,Mid-size,"Java, AWS, Kafka",HSR Layout,1,2024,Hybrid
BLR0670,SDE FS,1,11.5 LPA,8.3,Postman,Mid-size,"JIRA, JavaScript, Spring Boot, Tableau",Whitefield,Tier-2,2024,WFH
BLR0871,ML Engineer,0,"1,120,000",,Cognizant,MNC,"Node.js, Kafka, Tableau, Excel",Indiranagar,2,2024,Work from Office
BLR0146,SDE Frontend,2,12.8 LPA,10.8 LPA,DataMint,Early-stage,"Agile, Sketch, Java, Kubernetes, Excel, Kafka, Pandas",Jayanagar,T2,2022,Onsite
BLR0674,UI/UX,3,17.3,11.4,IBM,mnc,"Microservices, Node.js, Spring Boot, Pandas, Redis",MG Road,3,2022,Hybrid
BLR0741,Infra Engineer,3,25.7 LPA,17.7,Capgemini,mnc,"Kubernetes, Microservices, NumPy, Python, Deep Learning, System Design, Node.js",Koramangala,3,2021,Hybrid (3 days)
BLR0595,Infra Engineer,3,21.9,14.9 LPA,Hasura,Mid-size,"System Design, AWS, Docker, Kubernetes, React, PyTorch, PostgreSQL",Electronic City,Tier-3,2021,Hybrid (3 days)
BLR0791,Product Lead,5,31.1,19.9 LPA,DataMint,Early-stage,"Spring Boot, Docker, SQL, JavaScript, Deep Learning",Indiranagar,2,2023,WFH
BLR0259,BI Analyst,0,7.0 LPA,,IBM,MNC,"GCP, Agile, Figma, JIRA, Python, MongoDB, JavaScript",Jayanagar,T3,2024,Remote
BLR0872,SDE FS,5,39.8,28.1 LPA,Flipkart,UNICORN,,HSR Layout,Tier-1,2024,Hybrid
BLR0667,Frontend Developer,5,27.0 LPA,18.1 LPA,Google India,mnc,"MongoDB, Agile, PowerBI, NumPy, Java, React, Deep Learning",Indiranagar,3,2024,Hybrid
BLR0389,Product Manager,0,22.8,,PhonePe,Unicorn,"ML, PyTorch, Excel, Microservices",,Tier-2,2024,Onsite
BLR0106,Frontend Engineer,4,21.8,,Hasura,Mid-size,"Python, System Design, GCP, Redis, PyTorch",MG Road,Tier-2,2020,Hybrid (3 days)
BLR0054,Data Science Engineer,6,30.0 LPA,22.9 LPA,QuickPay AI,Early-stage,"Python, Excel, Microservices, Kafka, Spring Boot, GCP, Agile",Jayanagar,3,2024,Hybrid
BLR0777,UI Designer,3,"1,410,000",11.9,EdMint,Early-stage,"Sketch, JavaScript, Java, PyTorch",Indiranagar,3,2022,Hybrid
BLR0774,BI Analyst,7,33.1 LPA,23.0 LPA,Microsoft India,MNC,"System Design, Azure, Agile, Java, AWS, PyTorch",Whitefield,Tier-2,2023,WFH
BLR0885,Frontend Dev,2,14.1 LPA,9.6,Freshworks,Mid-size,"PostgreSQL, React, Kafka, Microservices, Python",Electronic City,Tier-2,2023,WFH
BLR0594,UX Designer,5,₹20.7 LPA,17.1,AgriTech Labs,Early-stage,"Azure, ML, React, Agile, Kafka",Jayanagar,Tier 3,2020,Remote
BLR0541,Sr PM,2,28.1 LPA,21.2,Hasura,Mid-size,"Tableau, ML, Java, AWS, MongoDB, NumPy",Whitefield,2,2023,Onsite
BLR0661,DA,3,16.8 LPA,10.3 LPA,Hasura,Mid-size,"React, Tableau, JIRA, Node.js",Indiranagar,T1,2024,Hybrid
BLR0352,BI Analyst,0,7.2,,Walmart Labs,MNC,"Figma, Agile, Kubernetes",MG Road,3,2024,Remote
BLR0117,Product Manager,3,₹31.6 LPA,20.5 LPA,Amazon India,MNC,"Tableau, Node.js, Pandas, Docker",Marathahalli,Tier-2,2021,WFH
BLR0925,BE,4,19.4 LPA,12.8,Wipro,mnc,"Java, Python, SQL, Spring Boot, Pandas",Marathahalli,3,2024,Hybrid (3 days)
BLR0228,UX Designer,4,18.0,12.9,AgriTech Labs,Early-stage,"Deep Learning, PowerBI, Sketch",Electronic City,T1,2024,Hybrid (3 days)
BLR0680,PM,3,25.3,18.6,QuickPay AI,Early-stage,"Kafka, Sketch, Tableau, TensorFlow, Python, NumPy, MongoDB",HSR Layout,2,2024,Work from Office
BLR0278,Business Systems Analyst,4,₹15.8 LPA,9.7,TechCrush Labs,Early-stage,"NumPy, SQL, Docker, TensorFlow, PostgreSQL",Outer Ring Road,T3,2022,WFH
BLR0657,Product Designer,1,"1,120,000",7.2 LPA,MoEngage,Mid-size,"Kubernetes, Agile, Python, Pandas, NumPy, Excel, Deep Learning",HSR Layout,2,2024,Onsite
BLR0386,FE,2,19.9 LPA,,IBM,MNC,"Node.js, ML, Spring Boot, React",MG Road,Tier 1,2024,Onsite
BLR0650,SRE,6,34.0,,Amazon India,MNC,"Spring Boot, Tableau, Microservices, Excel, Figma, Sketch, PowerBI",Electronic City,Tier-2,2022,Work from Office
BLR0396,Site Reliability Engineer,4,"1,530,000",9.4,QuickPay AI,Early-stage,"NumPy, MongoDB, Docker",Indiranagar,Tier-3,2022,Work from Office
BLR0006,Product Designer,5,23.6,15.1,IBM,MNC,"Python, MongoDB, Sketch, JIRA, GCP, NumPy",Jayanagar,Tier 2,2020,Remote
BLR0881,SDE FS,5,39.7 LPA,25.1,IBM,MNC,"Pandas, Kubernetes, Redis, Node.js, Figma, ML",Indiranagar,Tier 1,2020,Hybrid
BLR0515,Frontend Developer,1,16.4 LPA,11.6 LPA,PhonePe,Unicorn,"AWS, PyTorch, Figma, JavaScript",Electronic City,T2,2024,Hybrid (3 days)
BLR0483,Sr PM,0,₹16.1 LPA,,SaasGo,early-stage,"Azure, Figma, NumPy, Excel, Sketch, Docker, Deep Learning",HSR Layout,Tier 2,2024,Onsite
BLR0425,SDE Backend,8,46.0 LPA,30.7,BYJU'S,Unicorn,"AWS, React, Pandas",Outer Ring Road,T3,2024,Work from Office
BLR0115,Full Stack Engineer,4,30.8 LPA,25.2 LPA,Infosys,MNC,,Outer Ring Road,2,2022,Onsite
BLR0952,UX Designer,0,7.7 LPA,,FinNova,EARLY-STAGE,"Deep Learning, SQL, JIRA, AWS, Node.js, Sketch, Spring Boot",Marathahalli,Tier 2,2024,Remote
BLR0743,SDE FS,5,20.9 LPA,14.3,QuickPay AI,Early-stage,"Figma, Agile, AWS, Tableau",Marathahalli,Tier 3,2022,Hybrid
BLR0478,Site Reliability Engineer,5,"3,270,000",20.7 LPA,Zoho,Mid-size,"JIRA, Deep Learning, Java, Kafka, System Design",Bellandur,T3,2020,WFH
BLR0078,BI Analyst,0,10.5 LPA,,Ola,Unicorn,"AWS, Kubernetes, Excel, React, JIRA, Spring Boot",Marathahalli,3,2024,Remote
BLR0759,Business Systems Analyst,6,31.8 LPA,26.4,MoEngage,Mid-size,"Figma, PowerBI, PyTorch, ML, Microservices, AWS, Spring Boot",Electronic City,3,2024,Onsite
BLR0842,ML Engineer,10,60.2 LPA,40.4 LPA,Microsoft India,MNC,"Deep Learning, JIRA, MongoDB, Excel, PostgreSQL",Bellandur,Tier 3,2024,Onsite
BLR0695,SDE-Backend,4,27.3 LPA,16.8,Google India,MNC,"JavaScript, GCP, MongoDB, ML",Electronic City,2,2024,Onsite
BLR0711,BI Analyst,2,"2,089,999",17.7 LPA,Meesho,Unicorn,"ML, MongoDB, Figma, NumPy",Koramangala,1,2023,Onsite
BLR0893,FE,6,27.9 LPA,19.2 LPA,TCS,MNC,"Excel, PyTorch, TensorFlow, JavaScript, JIRA, NumPy",Indiranagar,Tier-2,2024,Hybrid (3 days)
BLR0802,SDE FS,6,23.6 LPA,16.9 LPA,AgriTech Labs,Early-stage,"Node.js, React, JavaScript, SQL",Jayanagar,T1,2024,Hybrid (3 days)
BLR0151,SDE Frontend,3,27.9,19.5 LPA,Cred,Unicorn,"Sketch, TensorFlow, GCP, Deep Learning, System Design",Whitefield,Tier 2,2022,Hybrid (3 days)
BLR0715,Data Scientist,7,₹32.1 LPA,25.5,AgriTech Labs,early-stage,"JIRA, PostgreSQL, Excel",Whitefield,2,2020,Hybrid
BLR0056,Business Systems Analyst,4,25.3,16.0,Meesho,Unicorn,"Python, AWS, Docker",Sarjapur,3,2023,Onsite
BLR0832,Data Analyst,4,15.9 LPA,,DataMint,Early-stage,"Node.js, Python, SQL, Agile, Tableau, AWS",Electronic City,T2,2022,Hybrid (3 days)
BLR0252,Frontend Dev,4,24.9 LPA,15.8,TCS,MNC,"Docker, Agile, Deep Learning, Java",Sarjapur,Tier-2,2024,Hybrid
BLR0806,Product Designer,1,12.5 LPA,9.3,Hasura,Mid-size,"Pandas, SQL, NumPy, Excel, Python, ML, PostgreSQL",Marathahalli,Tier-1,2024,Remote
BLR0675,BA,5,31.1,22.0 LPA,Flipkart,Unicorn,"React, JavaScript, PyTorch",Electronic City,3,2020,Hybrid (3 days)
BLR0285,SDE FS,5,21.4 LPA,16.0 LPA,SaasGo,Early-stage,"Sketch, SQL, React, Microservices, Tableau, JavaScript",Outer Ring Road,T2,2022,Work from Office
BLR0795,SDE Full-Stack,4,24.7 LPA,19.4,Postman,Mid-size,"ML, Redis, PostgreSQL, Agile, GCP",MG Road,Tier-2,2024,Hybrid
BLR0761,Data Science Engineer,2,16.1 LPA,12.6 LPA,EdMint,Early-stage,"Kafka, AWS, Python, PowerBI, TensorFlow, Pandas, Java",Sarjapur,Tier 2,2024,Hybrid (3 days)
BLR0525,Backend Engineer,2,14.8,11.7,Cognizant,MNC,"PowerBI, JIRA, PyTorch",Marathahalli,T3,2024,Remote
BLR0935,Designer,2,12.7,9.4,AgriTech Labs,EARLY-STAGE,"Redis, Kubernetes, Azure, GCP",Indiranagar,2,2023,Hybrid
BLR0575,SDE FS,6,37.9 LPA,29.5,Google India,MNC,"Spring Boot, Agile, NumPy, Node.js",MG Road,T1,2020,Onsite
BLR0238,SDE Full-Stack,7,26.2,16.2,TechCrush Labs,Early-stage,"Python, PyTorch, Pandas, Figma, Tableau",Electronic City,Tier-2,2023,Work from Office
BLR0279,Site Reliability Engineer,4,"2,270,000",18.6,Wipro,MNC,"Tableau, Spring Boot, PostgreSQL",Electronic City,T3,2023,Work from Office
BLR0167,Frontend Developer,7,₹39.4 LPA,24.3,Microsoft India,MNC,"Excel, Deep Learning, PostgreSQL, ML",Sarjapur,T3,2024,Work from Office
BLR0544,Frontend Developer,4,₹22.2 LPA,14.7,HCL,MNC,"Excel, Azure, React",Koramangala,Tier 2,2021,Remote
BLR0622,Product Designer,3,19.0 LPA,11.9,Accenture,MNC,"Redis, System Design, PowerBI, JIRA, Azure",Marathahalli,T2,2022,WFH
BLR0265,SDE Backend,0,11.7,,Chargebee,Mid-size,"React, System Design, JIRA, Python, SQL, Microservices",HSR Layout,1,2024,Hybrid (3 days)
BLR0377,UI Designer,1,10.8 LPA,,EdMint,Early-stage,"Microservices, JIRA, PostgreSQL, Spring Boot, React, Kubernetes",Sarjapur,3,2023,Hybrid (3 days)
BLR0003,ML Engineer,12,64.5 LPA,47.3 LPA,QuickPay AI,EARLY-STAGE,"PyTorch, System Design, Kafka, ML, Node.js",Sarjapur,2,2021,Hybrid (3 days)
BLR0195,Product Manager,2,25.4,16.6 LPA,MoEngage,Mid-size,"Tableau, Pandas, GCP, Docker, PowerBI, ML, PostgreSQL",Bellandur,Tier 3,2023,Hybrid (3 days)
BLR0450,Sr PM,4,31.9 LPA,22.3 LPA,Wipro,MNC,"Figma, JavaScript, JIRA, PyTorch, Excel, Sketch, Redis",Marathahalli,T2,2024,Hybrid (3 days)
BLR0552,Infra Engineer,0,9.2 LPA,,Hasura,Mid-size,"Figma, Java, Redis, SQL, PyTorch, PowerBI, NumPy",Bellandur,T2,2024,Onsite
BLR0840,Sr PM,1,20.8 LPA,17.4,Chargebee,Mid-size,"MongoDB, Agile, Docker, PyTorch",MG Road,1,2024,Remote
BLR0349,BA,7,"3,679,999",25.4 LPA,MoEngage,Mid-size,"PostgreSQL, Deep Learning, Tableau, Java, Redis, System Design",Koramangala,Tier-2,2024,Hybrid
BLR0632,Backend Dev,0,"1,650,000",,Cred,Unicorn,"PyTorch, Deep Learning, MongoDB, PowerBI, Agile",HSR Layout,T1,2024,Hybrid (3 days)
BLR0066,Sr PM,1,20.2,15.7 LPA,SaasGo,Early-stage,"JIRA, JavaScript, Kafka, Spring Boot, System Design",Whitefield,Tier 1,2024,Onsite
BLR0184,DA,1,12.8,8.6 LPA,Hasura,Mid-size,"PyTorch, System Design, Tableau, Java, Docker, Microservices, Figma",Marathahalli,Tier-1,2024,Onsite
BLR0614,SDE-Frontend,4,19.1 LPA,14.7 LPA,FinNova,Early-stage,"Redis, Microservices, JavaScript, Excel, SQL",Sarjapur,Tier 1,2024,Work from Office
BLR0390,BE,2,₹19.3 LPA,15.4,Microsoft India,MNC,"Redis, Java, ML, TensorFlow, Pandas, Microservices, Spring Boot",Outer Ring Road,3,2024,Onsite
BLR0028,FullStack,1,"1,210,000",9.3 LPA,Walmart Labs,MNC,"PostgreSQL, Pandas, PyTorch, TensorFlow, Kafka, MongoDB, PowerBI",Indiranagar,Tier 3,2023,WFH
BLR0461,BE,1,"1,160,000",7.3,DataMint,Early-stage,"AWS, Kafka, PowerBI, PostgreSQL, NumPy",Bellandur,2,2023,Work from Office
BLR0429,Product Lead,3,34.1 LPA,20.6,Amazon India,MNC,"Deep Learning, Java, PowerBI, Spring Boot",Whitefield,T2,2023,Onsite
BLR0997,Product Lead,0,12.0,,DataMint,Early-stage,"GCP, JIRA, TensorFlow, PowerBI, NumPy, Azure",Indiranagar,Tier-2,2024,Hybrid
BLR0580,Site Reliability Engineer,4,"2,220,000",16.4,Cognizant,mnc,"Spring Boot, Redis, Pandas",Sarjapur,Tier-2,2021,WFH
BLR0794,PM,1,29.2,23.5 LPA,Swiggy,unicorn,"GCP, Azure, MongoDB, PostgreSQL, Pandas, Kubernetes, JIRA",Indiranagar,Tier-2,2023,Onsite
BLR0368,Product Lead,1,26.6,16.4,Google India,MNC,"JavaScript, Kubernetes, PowerBI, PyTorch, System Design, Docker",Electronic City,T1,2023,Hybrid (3 days)
BLR0290,Site Reliability Engineer,6,50.5 LPA,,Swiggy,unicorn,"TensorFlow, System Design, JIRA, Agile, ML",Koramangala,Tier 2,2023,Hybrid (3 days)
BLR0116,Business Systems Analyst,10,47.1,31.1 LPA,HCL,MNC,"JavaScript, ML, JIRA, Figma, PyTorch, Excel, Node.js",Jayanagar,3,2022,WFH
BLR0020,Frontend Engineer,3,"2,120,000",17.4,Zoho,mid-size,"Microservices, Docker, Azure, Redis",MG Road,T1,2021,Hybrid
BLR0709,DS,2,"1,370,000",11.2 LPA,EdMint,Early-stage,"Redis, Python, PostgreSQL, Excel, System Design",Jayanagar,T3,2022,Work from Office
BLR0616,Fullstack Dev,5,₹33.4 LPA,26.3 LPA,HCL,MNC,"Docker, Excel, TensorFlow, NumPy, System Design, Agile, AWS",Whitefield,T3,2024,Work from Office
BLR0656,Data Science Engineer,1,"1,450,000",10.3 LPA,Wipro,MNC,"GCP, JavaScript, Python, Azure",HSR Layout,Tier-2,2023,Remote
BLR0984,Site Reliability Engineer,5,₹31.2 LPA,21.2 LPA,HCL,MNC,"MongoDB, NumPy, GCP",Jayanagar,T1,2020,Hybrid
BLR0310,BE,7,₹44.5 LPA,37.6 LPA,Zoho,Mid-size,"System Design, Agile, Spring Boot, ML, Sketch",MG Road,T1,2024,Onsite
BLR0335,Product Designer,2,13.6 LPA,10.8,AgriTech Labs,Early-stage,"MongoDB, Kubernetes, JIRA, ML, Python",Sarjapur,T3,2022,WFH
BLR0244,Site Reliability Engineer,5,33.6 LPA,22.5 LPA,Capgemini,mnc,,Indiranagar,2,2021,Work from Office
BLR0790,Site Reliability Engineer,2,24.8 LPA,18.7 LPA,Cred,Unicorn,"Pandas, PostgreSQL, PyTorch, Kubernetes, Tableau",Koramangala,2,2024,Onsite
BLR0691,Sr PM,2,"2,950,000",24.8 LPA,Freshworks,Mid-size,"System Design, Excel, Pandas, Python, JavaScript",MG Road,1,2022,Hybrid (3 days)
BLR0090,DevOps Engineer,0,9.8 LPA,,Amazon India,MNC,"Docker, PowerBI, MongoDB, Python, GCP",Sarjapur,Tier 2,2024,Onsite
BLR0906,Analytics Engineer,3,13.4,9.0,BrowserStack,Mid-size,"Docker, PyTorch, Figma, NumPy",Electronic City,3,2021,Work from Office
BLR0241,Data Scientist,1,13.7 LPA,10.4,BrowserStack,Mid-size,"Pandas, MongoDB, Spring Boot",Sarjapur,3,2023,WFH
BLR0681,DevOps Engineer,3,19.4 LPA,13.7,Walmart Labs,MNC,"System Design, Azure, Agile, Pandas, Python",Electronic City,3,2022,Onsite
BLR0977,Data Science Engineer,7,₹49.6 LPA,,Postman,mid-size,"Python, ML, PowerBI, MongoDB, Figma, Tableau, System Design",HSR Layout,1,2022,Onsite
BLR0704,DS,1,"1,860,000",,Unacademy,Unicorn,"Azure, Tableau, Java",MG Road,2,2023,Hybrid
BLR0549,Data Analyst,1,10.8 LPA,8.8 LPA,Cognizant,MNC,"Agile, Spring Boot, Node.js, PowerBI, System Design",MG Road,3,2024,Work from Office
BLR0606,SRE,1,17.9,10.8 LPA,Zomato,Unicorn,"Docker, Sketch, Kafka, PostgreSQL, Excel, TensorFlow",Sarjapur,T2,2024,Work from Office
BLR0713,DS,6,38.3 LPA,32.3,Capgemini,MNC,"Excel, Kafka, Spring Boot, SQL, Microservices, Sketch",Electronic City,Tier 2,2023,Work from Office
BLR0736,Product Lead,4,"3,010,000",19.1,FinNova,Early-stage,"Deep Learning, Figma, Agile",Sarjapur,T3,2023,Onsite
BLR0212,Frontend Engineer,2,"1,440,000",11.7,BrowserStack,mid-size,"React, Python, Pandas",HSR Layout,Tier-2,2024,Remote
BLR0031,ML Engineer,1,18.7 LPA,12.8,PhonePe,UNICORN,"SQL, Tableau, Docker",Marathahalli,Tier-1,2023,Remote
BLR0162,Site Reliability Engineer,2,27.4 LPA,21.7,Meesho,unicorn,"MongoDB, React, AWS, Python",Sarjapur,1,2022,Remote
BLR0299,FE,0,11.5,,Flipkart,Unicorn,"Excel, Microservices, Kubernetes, React, Docker, Agile",Jayanagar,Tier-3,2024,Onsite
BLR0602,SDE-Frontend,1,15.8,11.9 LPA,Ola,unicorn,"Java, Kafka, Azure, Excel, NumPy, Docker",Indiranagar,1,2023,Remote
BLR0415,DA,7,30.4 LPA,18.6 LPA,Microsoft India,MNC,"Deep Learning, TensorFlow, NumPy",Koramangala,T2,2022,Hybrid (3 days)
BLR0176,Designer,5,"2,490,000",20.3,Postman,Mid-size,"Spring Boot, Microservices, SQL, JIRA, Deep Learning",Sarjapur,3,2021,Hybrid (3 days)
BLR0269,Backend Engineer,6,₹38.3 LPA,26.1,Unacademy,Unicorn,"Java, Kafka, JIRA, JavaScript, Figma, Pandas, Excel",Koramangala,T2,2020,Hybrid
BLR0626,Site Reliability Engineer,1,12.9 LPA,8.3,Chargebee,mid-size,"Kubernetes, PowerBI, PostgreSQL, SQL, Sketch",Koramangala,T3,2024,Onsite
BLR0316,Site Reliability Engineer,4,₹26.1 LPA,20.5 LPA,BrowserStack,Mid-size,"GCP, Java, JavaScript, Tableau, SQL, Kafka, Kubernetes",HSR Layout,2,2022,Onsite
BLR0851,Product Designer,10,50.7 LPA,,TCS,MNC,"PyTorch, SQL, NumPy, Node.js, Deep Learning, Excel, Pandas",Outer Ring Road,T1,2024,Onsite
BLR0843,UI/UX,6,42.8 LPA,28.6 LPA,Meesho,Unicorn,"Redis, Agile, ML, PowerBI, Deep Learning",Electronic City,T3,2020,Hybrid
BLR0434,DA,3,15.9 LPA,11.1 LPA,Freshworks,Mid-size,"PowerBI, SQL, Redis",Indiranagar,Tier 1,2021,Hybrid (3 days)
BLR0547,Backend Developer,3,22.0 LPA,17.7,Zoho,Mid-size,"ML, Deep Learning, Spring Boot",Koramangala,Tier-2,2024,WFH
BLR0007,Site Reliability Engineer,0,9.9,,QuickPay AI,Early-stage,"SQL, Azure, Sketch, PowerBI",Marathahalli,Tier-1,2024,Work from Office
BLR0945,BE,7,₹26.4 LPA,17.0 LPA,AgriTech Labs,Early-stage,"MongoDB, TensorFlow, JIRA, PostgreSQL, Kubernetes, Azure",MG Road,3,2021,Hybrid (3 days)
BLR0937,Product Lead,1,26.0 LPA,20.4 LPA,Flipkart,unicorn,"PowerBI, PostgreSQL, JIRA, Agile, Java, JavaScript, GCP",Marathahalli,Tier 3,2024,Hybrid
BLR0756,Sr PM,4,44.5 LPA,34.8 LPA,BrowserStack,Mid-size,"Tableau, React, Azure, Node.js, Kubernetes, System Design, ML",HSR Layout,T2,2021,Onsite
BLR0469,SRE,1,18.6 LPA,,Swiggy,Unicorn,"NumPy, Agile, Docker, Excel",Outer Ring Road,Tier-1,2023,Remote
BLR0093,Backend Developer,2,23.2 LPA,14.7,Razorpay,Unicorn,"TensorFlow, ML, Spring Boot",HSR Layout,Tier 3,2022,Onsite
BLR0475,SDE Frontend,1,8.7 LPA,7.1 LPA,EdMint,early-stage,"JavaScript, Pandas, Python, Kafka",Bellandur,Tier 2,2023,Remote
BLR0239,Designer,0,9.7 LPA,,BYJU'S,unicorn,"Microservices, PowerBI, Kafka",Bellandur,Tier 2,2024,Work from Office
BLR0824,Product Designer,2,17.6,12.4,Zoho,Mid-size,"React, SQL, ML, Deep Learning, Java",Jayanagar,Tier-2,2022,WFH
BLR0792,Product Lead,4,₹40.2 LPA,26.6,HCL,MNC,"Excel, Java, Deep Learning, Python, JavaScript",Whitefield,Tier 2,2021,Work from Office
BLR0209,BI Analyst,1,8.6 LPA,6.0 LPA,EdMint,Early-stage,"PyTorch, System Design, MongoDB, JIRA, PowerBI, TensorFlow, NumPy",,2,2024,Hybrid
BLR0788,PM,2,27.6,17.4,Zomato,Unicorn,"Azure, Kafka, Excel",Bellandur,Tier-3,2023,Remote
BLR0905,DA,4,₹20.3 LPA,15.4 LPA,Capgemini,MNC,"Deep Learning, JavaScript, NumPy",Marathahalli,Tier 2,2020,WFH
